Date,Equity,DrawdownPct,DrawdownDuration
2019-02-10,100000.0,0.0,
2019-02-11,100000.0,0.0,
2019-02-12,100094.25990039062,0.0,
2019-02-13,99514.89368945312,0.005788206152021691,
2019-02-14,99104.77186328125,0.009885562249963842,
2019-02-15,99210.88001757812,0.008825479939524983,
2019-02-16,99453.253796875,0.006404024607939762,
2019-02-17,100642.56556445312,0.0,5 days
2019-02-18,107173.2762578125,0.0,
2019-02-19,108020.53968554687,0.0,
2019-02-20,109444.14368945312,0.0,
2019-02-21,108210.17908984375,0.01127483443162336,
2019-02-22,109598.20716601562,0.0,2 days
2019-02-23,113297.2137578125,0.0,
2019-02-24,104330.53089648437,0.07914301300026294,
2019-02-25,106281.78846484375,0.06192054561875748,
2019-02-26,105516.652234375,0.06867389996076567,
2019-02-27,105427.26746875,0.06946284050625928,
2019-02-28,105528.19447070312,0.06857202423103415,
2019-03-01,105657.74964648437,0.06742852589171766,
2019-03-02,105788.19471484375,0.06627717305581982,
2019-03-03,105322.73475390625,0.07038548203800254,
2019-03-04,103011.031140625,0.09078936962364803,
2019-03-05,106651.11366015625,0.05866075499317358,
2019-03-06,106855.43958789062,0.05685730439666414,
2019-03-07,107059.06678515625,0.05506002103450747,
2019-03-08,106779.54163867187,0.05752720568285996,
2019-03-09,108458.45911914062,0.04270850516249536,
2019-03-10,108142.18470507812,0.04550005142892499,
2019-03-11,106890.12562304687,0.056551153574364244,
2019-03-12,106996.20741015625,0.055614839400424,
2019-03-13,106930.355359375,0.05619607214743594,
2019-03-14,107406.95545703125,0.051989436504347286,
2019-03-15,108393.58924609375,0.043281068872539796,
2019-03-16,110764.58607226562,0.022353839088758987,
2019-03-17,110130.171765625,0.027953396973710798,
2019-03-18,110326.6864140625,0.026218891402747913,
2019-03-19,111371.12366992187,0.01700033058189665,
2019-03-20,111810.84925585937,0.01311916200455221,
2019-03-21,110240.81507617187,0.02697682123210965,
2019-03-22,110096.1317265625,0.028253846013307382,
2019-03-23,110416.30189257812,0.025427914506288674,
2019-03-24,110047.53040820312,0.028682817889555512,
2019-03-25,108451.89368945312,0.04276645389282807,
2019-03-26,109046.17054492187,0.037521162894418425,
2019-03-27,111799.77503710937,0.013216906850896604,
2019-03-28,111314.88245898437,0.017496734765831135,
2019-03-29,112105.1004765625,0.010521999983144292,
2019-03-30,112328.81287890625,0.008547437724076179,
2019-03-31,112294.90467578125,0.008846723134549594,
2019-04-01,113719.9325078125,0.0,37 days
2019-04-02,133205.69276171876,0.0,
2019-04-03,135720.581921875,0.0,
2019-04-04,134364.55701953126,0.009991298910907442,
2019-04-05,137439.3797734375,0.0,2 days
2019-04-06,138064.05799609376,0.0,
2019-04-07,141819.206921875,0.0,
2019-04-08,144272.8055546875,0.0,
2019-04-09,141982.8680546875,0.015872273996446196,
2019-04-10,145211.88612109376,0.0,2 days
2019-04-11,138190.1590703125,0.048355043366944184,
2019-04-12,138866.54334765626,0.04369713074414616,
2019-04-13,139056.82215625,0.04238677789579137,
2019-04-14,140977.4871953125,0.02916013997814293,
2019-04-15,138260.91541796876,0.04786778058463137,
2019-04-16,142809.09705859376,0.01654677951429051,
2019-04-17,143251.31434375,0.013501455216336833,
2019-04-18,144505.40369921876,0.004865183152334085,
2019-04-19,144651.92616015626,0.0038561578937865715,
2019-04-20,145571.9168828125,0.0,10 days
2019-04-21,144941.33241015626,0.0043317728182687976,
2019-04-22,147231.84998828126,0.0,2 days
2019-04-23,151902.77088671876,0.0,
2019-04-24,149000.3895390625,0.019106836107819936,
2019-04-25,142132.91053515626,0.06431653810218085,
2019-04-26,143991.3885625,0.05208188289151516,
2019-04-27,143692.84608203126,0.05404723532535194,
2019-04-28,144147.745984375,0.051052557218505545,
2019-04-29,143127.50721484376,0.057768950629736304,
2019-04-30,145918.60584765626,0.039394706259342605,
2019-05-01,147321.81483203126,0.030157159266724243,
2019-05-02,150091.648328125,0.011922906659447285,
2019-05-03,157192.80653125,0.0,10 days
2019-05-04,158890.5106328125,0.0,
2019-05-05,157933.1180546875,0.006025486193681373,
2019-05-06,156612.781140625,0.01433521412396499,
2019-05-07,158845.5282109375,0.00028310326208813574,
2019-05-08,162975.3416875,0.0,4 days
2019-05-09,168161.2664921875,0.0,
2019-05-10,173677.9149296875,0.0,
2019-05-11,195977.81873828126,0.0,
2019-05-12,189703.021375,0.03201789571737679,
2019-05-13,212451.69471484373,0.0,2 days
2019-05-14,217298.22108203123,0.0,
2019-05-15,222988.52381640623,0.0,
2019-05-16,214341.53651171873,0.038777723430318045,
2019-05-17,199734.16737109376,0.10428499210326425,
2019-05-18,197771.60487109376,0.11308617373544472,
2019-05-19,222786.60389453123,0.0009055171020426744,
2019-05-20,216863.33387499998,0.027468633078396976,
2019-05-21,216458.83485156248,0.029282623397336116,
2019-05-22,208810.78162890626,0.06358059125577675,
2019-05-23,214258.84901171873,0.0391485384775897,
2019-05-24,217108.02137499998,0.026371323244634204,
2019-05-25,218867.67518359373,0.0184800928867771,
2019-05-26,235625.81580859373,0.0,11 days
2019-05-27,239205.00330859373,0.0,
2019-05-28,236887.96033984373,0.00968643187517626,
2019-05-29,235255.14588671873,0.01651243647600198,
2019-05-30,226074.75037890623,0.0548912135953461,
2019-05-31,232960.54139453123,0.026105063973125398,
2019-06-01,232677.43690234373,0.027288586425714967,
2019-06-02,237508.85487109373,0.007090773244871618,
2019-06-03,223091.85682421873,0.06736124354216677,
2019-06-04,209558.8055546875,0.12393636146339393,
2019-06-05,212703.23768359373,0.11079101715448059,
2019-06-06,212643.62147265623,0.11104024359252707,
