Date,Open,High,Low,Close,Adj Close,Volume
2024-02-09,102.79017639160156,108.98772430419922,102.79017639160156,106.93333435058594,106.93333435058594,2852770180
2024-02-11,109.1166763305664,109.1166763305664,108.23243713378906,108.33589172363281,108.33589172363281,1768606720
