Date,Open,High,Low,Close,Adj Close,Volume
2024-02-06,2298.955078125,2389.826171875,2296.78857421875,2372.201904296875,2372.201904296875,9520885493
2024-02-07,2372.2626953125,2442.63623046875,2353.7060546875,2423.7451171875,2423.7451171875,9660628536
2024-02-08,2424.080078125,2459.556640625,2414.74951171875,2419.906494140625,2419.906494140625,9941841732
2024-02-09,2419.773681640625,2522.724609375,2419.36279296875,2487.515625,2487.515625,13634203177
2024-02-11,2501.1298828125,2514.638916015625,2496.21044921875,2511.06298828125,2511.06298828125,6419045376
