Date,Open,High,Low,Close,Adj Close,Volume
2024-02-09,2419.773681640625,2522.724609375,2419.36279296875,2487.515625,2487.515625,13634203177
2024-02-11,2501.1298828125,2514.638916015625,2496.21044921875,2507.478515625,2507.478515625,6424947200
