Date,Equity,DrawdownPct,DrawdownDuration
2019-02-10,100000.0,0.0,
2019-02-11,100000.0,0.0,
2019-02-12,100000.0,0.0,
2019-02-13,100000.0,0.0,
2019-02-14,100000.0,0.0,
2019-02-15,100000.0,0.0,
2019-02-16,100000.0,0.0,
2019-02-17,100000.0,0.0,
2019-02-18,100000.0,0.0,
2019-02-19,100000.0,0.0,
2019-02-20,100000.0,0.0,
2019-02-21,100000.0,0.0,
2019-02-22,100000.0,0.0,
2019-02-23,100000.0,0.0,
2019-02-24,100000.0,0.0,
2019-02-25,100000.0,0.0,
2019-02-26,100000.0,0.0,
2019-02-27,100000.0,0.0,
2019-02-28,100000.0,0.0,
2019-03-01,100000.0,0.0,
2019-03-02,100000.0,0.0,
2019-03-03,100000.0,0.0,
2019-03-04,100000.0,0.0,
2019-03-05,100000.0,0.0,
2019-03-06,99976.68525390625,0.0002331474609374995,
2019-03-07,100165.22895507813,0.0,2 days
2019-03-08,99906.409375,0.0025839264061803258,
2019-03-09,101460.96259765625,0.0,2 days
2019-03-10,101168.11591796875,0.0028862990473369488,
2019-03-11,100008.801953125,0.014312506084628751,
2019-03-12,100107.02583007813,0.013344410824754016,
2019-03-13,100046.05170898438,0.013945372214560048,
2019-03-14,100487.34809570313,0.009595951753523124,
2019-03-15,101400.89790039063,0.0005919981018099874,
2019-03-16,103596.26533203125,0.0,7 days
2019-03-17,103008.84467773438,0.005670287943432717,
2019-03-18,103190.80268554688,0.003913873199818951,
2019-03-19,104157.87421875,0.0,3 days
2019-03-20,104565.0275390625,0.0,
2019-03-21,103111.2921875,0.01390269180600967,
2019-03-22,102977.32612304688,0.01518386647411829,
2019-03-23,103273.77998046875,0.012348751671407365,
2019-03-24,102932.32490234375,0.015614232359942859,
2019-03-25,101454.88349609375,0.02974363528768631,
2019-03-26,102005.13984375,0.024481298915702943,
2019-03-27,104554.7736328125,9.806248313926069e-05,
2019-03-28,104105.7990234375,0.004391798352020193,
2019-03-29,104837.48237304688,0.0,9 days
2019-03-30,105044.62348632813,0.0,
2019-03-31,105013.22700195313,0.00029888711419001623,
2019-04-01,106332.69721679688,0.0,2 days
2019-04-02,124375.06782226563,0.0,
2019-04-03,124377.06977539063,0.0,
2019-04-04,124377.06977539063,0.0,
2019-04-05,124377.06977539063,0.0,
2019-04-06,124377.06977539063,0.0,
2019-04-07,124377.06977539063,0.0,
2019-04-08,124377.06977539063,0.0,
2019-04-09,124377.06977539063,0.0,
2019-04-10,124377.06977539063,0.0,
2019-04-11,124377.06977539063,0.0,
2019-04-12,124377.06977539063,0.0,
2019-04-13,124377.06977539063,0.0,
2019-04-14,124377.06977539063,0.0,
2019-04-15,124377.06977539063,0.0,
2019-04-16,124377.06977539063,0.0,
2019-04-17,124377.06977539063,0.0,
2019-04-18,124377.06977539063,0.0,
2019-04-19,124377.06977539063,0.0,
2019-04-20,124377.06977539063,0.0,
2019-04-21,124377.06977539063,0.0,
2019-04-22,124377.06977539063,0.0,
2019-04-23,124377.06977539063,0.0,
2019-04-24,124377.06977539063,0.0,
2019-04-25,124377.06977539063,0.0,
2019-04-26,124377.06977539063,0.0,
2019-04-27,124377.06977539063,0.0,
2019-04-28,124377.06977539063,0.0,
2019-04-29,124377.06977539063,0.0,
2019-04-30,124377.06977539063,0.0,
2019-05-01,124377.06977539063,0.0,
2019-05-02,124377.06977539063,0.0,
2019-05-03,124377.06977539063,0.0,
2019-05-04,124377.06977539063,0.0,
2019-05-05,124377.06977539063,0.0,
2019-05-06,124377.06977539063,0.0,
2019-05-07,124377.06977539063,0.0,
2019-05-08,124377.06977539063,0.0,
2019-05-09,124377.06977539063,0.0,
2019-05-10,124377.06977539063,0.0,
2019-05-11,124377.06977539063,0.0,
2019-05-12,124377.06977539063,0.0,
2019-05-13,124377.06977539063,0.0,
2019-05-14,124377.06977539063,0.0,
2019-05-15,124377.06977539063,0.0,
2019-05-16,124377.06977539063,0.0,
2019-05-17,124377.06977539063,0.0,
2019-05-18,124377.06977539063,0.0,
2019-05-19,124377.06977539063,0.0,
2019-05-20,124377.06977539063,0.0,
2019-05-21,124377.06977539063,0.0,
2019-05-22,124377.06977539063,0.0,
2019-05-23,124377.06977539063,0.0,
2019-05-24,124377.06977539063,0.0,
2019-05-25,124377.06977539063,0.0,
2019-05-26,124377.06977539063,0.0,
2019-05-27,124377.06977539063,0.0,
2019-05-28,124377.06977539063,0.0,
2019-05-29,124377.06977539063,0.0,
2019-05-30,124377.06977539063,0.0,
2019-05-31,124377.06977539063,0.0,
2019-06-01,124377.06977539063,0.0,
2019-06-02,124377.06977539063,0.0,
2019-06-03,124377.06977539063,0.0,
2019-06-04,124377.06977539063,0.0,
2019-06-05,124377.06977539063,0.0,
2019-06-06,124178.33282714844,0.0015978584203750756,
2019-06-07,127507.24884277344,0.0,2 days
2019-06-08,126159.90020996094,0.010566839493760027,
2019-06-09,122169.13849121094,0.0418651519816321,
2019-06-10,126852.92511230469,0.005131659073560502,
2019-06-11,125763.69659667969,0.013674142152056645,
2019-06-12,129035.84259277344,0.0,5 days
2019-06-13,130311.83868652344,0.0,
2019-06-14,137255.47638183594,0.0,
2019-06-15,139423.60626464844,0.0,
2019-06-16,141765.30548339844,0.0,
2019-06-17,146653.26935058594,0.0,
2019-06-18,143074.42169433594,0.02440346316245079,
2019-06-19,145950.80353027344,0.00478997722603236,
2019-06-20,149755.38360839844,0.0,3 days
2019-06-21,159016.33087402344,0.0,
2019-06-22,167373.35235839844,0.0,
2019-06-23,167298.35235839844,0.00044810000482875534,
