Date,Equity,DrawdownPct,DrawdownDuration
2019-02-07,100000.0,0.0,
2019-02-08,100000.0,0.0,
2019-02-09,99791.41160546875,0.0020858839453125055,
2019-02-10,100303.99632226562,0.0,2 days
2019-02-11,99176.5419765625,0.01124037313608861,
2019-02-12,99314.18528710937,0.00986811165505408,
2019-02-13,98734.81907617187,0.015644214623833697,
2019-02-14,98324.69725,0.019733003118902248,
2019-02-15,98430.80540429687,0.018675137448665557,
2019-02-16,98673.17918359375,0.016258745398660346,
2019-02-17,99862.49095117187,0.004401672787545219,
2019-02-18,106393.20164453125,0.0,8 days
2019-02-19,107240.46507226562,0.0,
2019-02-20,108664.06907617187,0.0,
2019-02-21,107430.1044765625,0.011355773901163047,
2019-02-22,108818.13255273437,0.0,2 days
2019-02-23,112517.13914453125,0.0,
2019-02-24,103550.45628320312,0.07969170678797821,
2019-02-25,105501.7138515625,0.06234983706755337,
2019-02-26,104736.57762109375,0.0691500120123314,
2019-02-27,104647.19285546875,0.0699444222355613,
2019-02-28,104748.11985742187,0.06904742998424318,
2019-03-01,104877.67503320312,0.06789600383915761,
2019-03-02,105008.1201015625,0.06673666874273454,
2019-03-03,104542.660140625,0.0708734603860024,
2019-03-04,102230.95652734375,0.09141880690704929,
2019-03-05,105871.039046875,0.05906744650803075,
2019-03-06,106075.36497460937,0.05725149269612384,
2019-03-07,106278.992171875,0.05544174887563735,
2019-03-08,105999.46702539062,0.05792603836797261,
2019-03-09,107678.38450585937,0.04300460068093592,
2019-03-10,107362.11009179687,0.04581550057109618,
2019-03-11,106110.05100976562,0.056943219348436824,
2019-03-12,106216.132796875,0.056000413764186074,
2019-03-13,106150.28074609375,0.05658567616315857,
2019-03-14,106626.88084375,0.05234987616611064,
2019-03-15,107613.5146328125,0.04358113394102492,
2019-03-16,109984.51145898437,0.02250881692160378,
2019-03-17,109350.09715234375,0.028147196207320424,
2019-03-18,109546.61180078125,0.026400665412709023,
